row_id,ministry_or_category,scheme_name,scheme_url,status,pages_crawled,documents_found,elapsed_seconds,overview,scheme_type,target_beneficiaries,geographic_scope,eligibility,benefits,financial_support,fund_size_crores,grant_amount_per_entity,application_process,application_portal_url,deadlines,implementing_agency,contact_details,confidence,last_updated_date,evidence_json_path,report_markdown_path,pitch_md_path,howto_md_path,summary_md_path,error
row-247,State Level (Punjab),Punjab Startup and Entrepreneurship Policy,https://invest.punjab.gov.in,completed,1,0,27.4,"The Punjab Startup and Entrepreneurship Policy is a state-level initiative launched by the Government of Punjab to foster innovation, support early-stage startups, and build a vibrant entrepreneurial ecosystem across the state. It aims to provide financial, infrastructural, and regulatory support to startups in key sectors such as IT, agro-processing, manufacturing, and biotechnology. The policy emphasizes ease of doing business, access to funding, and collaboration between industry, academia, and government.",other,startups; entrepreneurs; MSME,Punjab only,"Startups incorporated as Private Limited Company, LLP, or Partnership Firm under relevant Indian laws, with headquarters or significant operations in Punjab, working on innovative products, services, or processes, and recognized by the Department of Industries, Government of Punjab, or an approved incubator.","Financial support through seed funding and grants, access to state-funded incubators and co-working spaces, mentorship from industry experts, fast-track approvals and single-window clearance, assistance in intellectual property rights (IPR) filing, participation in state-organized startup events and exhibitions, and facilitation of linkages with investors and markets.","The policy provides for the creation of a Punjab Startup Fund with a corpus to be contributed by the state government and financial institutions, offering seed funding of up to INR 25 Lakhs per startup in the form of grants or convertible equity, along with reimbursement of up to 50% of costs incurred on patent filing, subject to a maximum of INR 2 Lakhs per startup.",,Up to INR 25 Lakhs,"1. Register the startup with the Department of Industries, Government of Punjab, or an approved incubator. 2. Submit the incorporation documents, business plan, and details of innovation. 3. Apply for recognition as an eligible startup under the policy. 4. Submit application for financial support along with required documents such as project report, cost estimates, and bank details. 5. Application is reviewed by the designated committee. 6. Upon approval, financial support is disbursed in stages based on milestones. 7. Submit periodic progress reports and utilization certificates.",https://invest.punjab.gov.in,Rolling basis,"Department of Industries, Government of Punjab",,medium,,runs\run_20260706_0046\artifacts\row-247-punjab-startup-and-entrepreneurship-policy\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-247-punjab-startup-and-entrepreneurship-policy\report.md,runs\run_20260706_0046\artifacts\row-247-punjab-startup-and-entrepreneurship-policy\pitch.md,runs\run_20260706_0046\artifacts\row-247-punjab-startup-and-entrepreneurship-policy\how_to_apply.md,runs\run_20260706_0046\artifacts\row-247-punjab-startup-and-entrepreneurship-policy\summary.md,
row-240,Tribal Welfare,Mechanism for Marketing of Minor Forest Produce (MFP),https://trifed.tribal.gov.in,completed,30,20,339.2,"The Mechanism for Marketing of Minor Forest Produce (MFP) through Minimum Support Price (MSP) & Development of Value Chain for MFP is a central sector scheme launched by the Ministry of Tribal Affairs, Government of India, to ensure fair and remunerative prices for tribal MFP gatherers by institutionalizing the value chain through training, sustainable collection, procurement, value addition, infrastructure, and marketing. Implemented by TRIFED as the nodal agency, the scheme aims to empower tribal communities by enhancing their income and livelihoods through sustainable harvesting, skill upgradation, and market linkages, with a focus on women's financial empowerment and convergence with other development partners.",subsidy,tribal MFP gatherers; Self Help Groups (SHGs); Van Dhan Vikas Kendras (VDVKs); tribal artisans; forest dwellers,Pan-India,"The Scheme covers 50 non-nationalized MFPs (Annexure 1) and includes all states and union territories of India. The scheme is designed to be implemented through State and District level functionaries. The Ministry of Tribal Affairs as the Nodal Ministry will be the Central Apex Committee and responsible for policy, oversight and obtaining and providing budgetary resources for the Scheme. TRIFED will function as the technical support unit for MoTA and will coordinate the implementation and flow of funds of the Scheme through the designated State and other agencies including District Implementing Units through an Executive Committee setup within TRIFED. The Minimum Support Price will be recommended by the Pricing Cell setup in TRIFED. The State Government would identify the State Nodal Department and other agencies including the District Implementing Units. The State Nodal Department will coordinate the flow of funds and.","The Scheme provides direct benefits to the tribal by institutionalizing various avenues in the value chain of MFP such as training, sustainable collection, procurement, value addition, infrastructure, marketing etc. It ensures training on sustainable harvesting with primary level value addition, skill upgradation and processing. The 'Van Dhan Vikas Karyakram' adds to the income and livelihoods for tribals by harnessing the wealth of forests. The programme aims to tap into traditional knowledge & skill sets of tribals to convert the tribal wisdom into a viable economic activity. The Scheme has strong linkage to women’s financial empowerment. MFP collection and value addition activity is also undertaken by women MFP gatherers. The Scheme ensures fair and remunerative price s to the tribals. It provides fair deal to tribals by offering Minimum Support Price to the tribal MFP gatherers for forest produces collected by them. It also pro visions to bridge the last mile connectivity between the tribals and markets through activation of Haat bazars by strengthening of grassroots infrastructure for MFP procurement, storage, transportation, marketing etc. Besides specific thrust is being given under the Scheme on training and skill upgradation of the tribal artisans in a systematic manner by introducing value addition and marketing through tribal groups and clusters.","The Fund Flow Mechanism involves the Ministry of Tribal Affairs as the Nodal Ministry being the Central Apex Committee responsible for policy, oversight and obtaining and providing budgetary resources for the Scheme. TRIFED functions as the technical support unit for MoTA and coordinates the implementation and flow of funds of the Scheme through the designated State and other agencies including District Implementing Units through an Executive Committee setup within TRIFED. The Minimum Support Price is recommended by the Pricing Cell setup in TRIFED. The announcement of MSP is done by MoTA. The State Government identifies the State Nodal Department and other agencies including the District Implementing Units. The State Nodal Department coordinates the flow of funds and.",,,,,,Tribal Cooperative Marketing Development Federation of India Limited (TRIFED),,medium,,runs\run_20260706_0046\artifacts\row-240-mechanism-for-marketing-of-minor-forest-produce-mfp\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-240-mechanism-for-marketing-of-minor-forest-produce-mfp\report.md,runs\run_20260706_0046\artifacts\row-240-mechanism-for-marketing-of-minor-forest-produce-mfp\pitch.md,runs\run_20260706_0046\artifacts\row-240-mechanism-for-marketing-of-minor-forest-produce-mfp\how_to_apply.md,runs\run_20260706_0046\artifacts\row-240-mechanism-for-marketing-of-minor-forest-produce-mfp\summary.md,
row-242,Pharmaceuticals,MedTech Regulatory Sandbox (CDSCO),https://cdsco.gov.in,completed,30,20,426.0,"The MedTech Regulatory Sandbox (CDSCO) is a framework designed to support innovation in medical technology by providing a controlled environment for testing and validating new medical devices, diagnostics, and digital health solutions under regulatory supervision. It aims to accelerate the development and market entry of innovative MedTech products while ensuring safety, efficacy, and compliance with Indian regulatory standards. The sandbox facilitates collaboration between startups, innovators, and regulatory authorities to streamline approval processes and reduce time-to-market for emerging healthcare technologies.",incubation,startups; MSME; innovators; medical device manufacturers,Pan-India,"Eligible applicants include Indian startups, MSMEs, and innovators developing medical devices, in-vitro diagnostics, digital health solutions, or other MedTech products. The applicant must be a legally registered entity in India, possess a clear innovation or technological solution with potential for healthcare impact, and demonstrate readiness for prototype testing or clinical validation. Preference may be given to solutions addressing unmet medical needs or aligned with national health programs.","Participants receive regulatory guidance and hand-holding from CDSCO experts, access to accelerated review pathways, waiver or relaxation of certain procedural requirements during the sandbox phase, opportunity to test products in real-world or simulated environments, support for clinical trial design and approval, facilitation of connections with testing labs and hospitals, and assistance in preparing documentation for final market authorization. Non-financial benefits include mentorship, technical support, and networking with regulators and industry experts.","The MedTech Regulatory Sandbox does not provide direct financial grants or funding to participants. Support is primarily non-financial in nature, focusing on regulatory facilitation, technical guidance, and access to infrastructure and expertise. Any financial aspects related to product development, testing, or clinical trials must be borne by the applicant or sourced through external funding mechanisms.",,,"1. Submit an online application through the designated CDSCO portal detailing the innovation, intended use, and development stage. 2. Provide supporting documents including product description, technical specifications, preclinical data (if any), and team credentials. 3. Undergo initial screening by CDSCO to assess eligibility and sandbox suitability. 4. If shortlisted, present the proposal to the sandbox evaluation committee for review. 5. Upon acceptance, sign a memorandum of understanding outlining the scope, duration, and responsibilities. 6. Begin sandbox activities including product testing, data generation, and regulatory interactions as per the agreed plan. 7. Submit periodic progress reports and final outcomes for evaluation. 8. Receive feedback and recommendations for next steps toward regulatory approval or commercialization.",,Rolling basis — applications are accepted throughout the year based on availability and evaluation cycles.,"Central Drugs Standard Control Organisation (CDSCO), Directorate General of Health Services, Ministry of Health & Family Welfare, Government of India",Email: biological@cdsco.nic.in | Toll-free no.: 1800111454,medium,2025,runs\run_20260706_0046\artifacts\row-242-medtech-regulatory-sandbox-cdsco\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-242-medtech-regulatory-sandbox-cdsco\report.md,runs\run_20260706_0046\artifacts\row-242-medtech-regulatory-sandbox-cdsco\pitch.md,runs\run_20260706_0046\artifacts\row-242-medtech-regulatory-sandbox-cdsco\how_to_apply.md,runs\run_20260706_0046\artifacts\row-242-medtech-regulatory-sandbox-cdsco\summary.md,
row-248,State Level (Punjab),Invest Punjab – Business First Portal,https://investpunjab.gov.in,completed,30,20,280.5,"Invest Punjab – Business First Portal is a state-level initiative by the Punjab Bureau of Investment Promotion (Invest Punjab) that serves as a single point of contact for investors seeking to set up businesses in Punjab. It provides state-level regulatory clearances, approvals for fiscal incentives, and facilitates the entire investment lifecycle from proposal to implementation. The portal operates under the 'Business First' philosophy, aiming to reduce compliance burden, ensure time-bound digital approvals, and foster a conducive environment for growth, innovation, and employment generation.",other,startups; MSME; entrepreneurs; investors; industries,Punjab only,"Investors looking to set up a business in Punjab, including domestic and international investors, startups, MSMEs, and industries seeking state-level regulatory clearances and fiscal incentives through the Invest Punjab portal.","Unified regulator for 40+ state-level approvals across 12+ departments, dedicated relationship manager, time-bound and digital approvals, power at affordable rates, peaceful labour relations, one-stop clearance system, attractive incentives, robust infrastructure, skilled human capital, and facilitation of fiscal incentives and regulatory approvals via the Business First Portal.","Invest Punjab does not directly provide financial support such as grants, loans, or subsidies. Instead, it facilitates access to fiscal incentives and regulatory approvals through the state government, and supports investors in availing benefits from central and state schemes, including partnerships with SIDBI for MSME development.",,,1. Visit the Invest Punjab Business First Portal at https://investpunjab.gov.in 2. Complete investor registration and login 3. Submit the Online Common Application Form (CAF) for regulatory clearances 4. Apply online for fiscal incentives 5. Receive digital regulatory approvals and make e-payments through the Unified Regulator system 6. Access dedicated helpdesk for assistance 7. Utilize aftercare services for continuous industry engagement,https://investpunjab.gov.in,Rolling basis — no fixed deadline. Applications are accepted year-round.,"Punjab Bureau of Investment Promotion (Invest Punjab), Government of Punjab",Email: invest@investpunjab.gov.in | Tel: +91 172 2776001 | Helpdesk: 0172-2715320,high,2026,runs\run_20260706_0046\artifacts\row-248-invest-punjab-business-first-portal\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-248-invest-punjab-business-first-portal\report.md,runs\run_20260706_0046\artifacts\row-248-invest-punjab-business-first-portal\pitch.md,runs\run_20260706_0046\artifacts\row-248-invest-punjab-business-first-portal\how_to_apply.md,runs\run_20260706_0046\artifacts\row-248-invest-punjab-business-first-portal\summary.md,
row-243,Pharmaceuticals,Central Drugs Standard Control Organisation Fast Track,https://cdsco.gov.in,completed,30,20,391.4,"The Central Drugs Standard Control Organisation (CDSCO) Fast Track scheme is designed to expedite regulatory processes for pharmaceutical products, including drugs, biologics, and medical devices, by streamlining approvals, reducing timelines, and enhancing transparency in the evaluation and licensing procedures. It aims to facilitate faster market access for innovative and essential medical products while maintaining stringent safety, efficacy, and quality standards. The scheme leverages digital platforms like the SUGAM portal for online submissions and integrates with national regulatory frameworks to ensure uniformity and accountability across central and state drug control organizations.",recognition,pharmaceutical companies; biologics manufacturers; medical device firms; importers; exporters; startups; MSME,Pan-India,"Eligibility applies to manufacturers, importers, exporters, and authorized agents of drugs, biologics, medical devices, and cosmetics seeking registration, import licensing, or market authorization in India. Applicants must comply with the Drugs and Cosmetics Act, 1940, and Rules 1945, including submission of required documentation via the SUGAM portal, adherence to Good Manufacturing Practices (GMP), Good Distribution Practices (GDP), and provision of valid wholesale/manufacturing licenses, product details, stability data, and undertakings as specified in CDSCO guidelines. Startups and MSMEs may avail relaxations in experience and turnover criteria under relevant government policies.","Faster processing of registration certificates, import licenses, and market authorizations; reduced timelines for scrutiny and approval via digital SUGAM portal; enhanced transparency through online tracking and status updates; facilitation of export-oriented permissions and no-objection certificates; support for innovation via accelerated pathways for biologics and medical devices; alignment with international regulatory standards; access to guidance documents, public notices, and stakeholder consultation mechanisms; and integration with national pharmacovigilance and quality control systems.","The scheme does not provide direct financial support such as grants, loans, or subsidies. Instead, it offers procedural and regulatory benefits including fee-based services (e.g., application fees for registration and import licensing), with costs borne by applicants. Financial transactions are processed via TR-6 challans for fees deposited under relevant heads (e.g., '0210 - Medical and Public Health'). No corpus fund or per-entity financial allocation is specified under this fast track mechanism.",,,"1. Access the SUGAM portal at https://sugam.cdsco.in for online submission. 2. Determine the appropriate application form (e.g., Form 40 for Registration Certificate, Form 8/8A for Import License) based on the product type. 3. Prepare and upload required documents including covering letter, application form, power of attorney, TR-6 challan of fees paid, import permissions, wholesale/manufacturing licenses, authorization letters, product specifications, stability data, and labels. 4. Submit the application through the SUGAM portal. 5. Undergo technical review by Drugs Inspector, Assistant Drugs Inspector, Assistant Drugs Controller, Deputy Drugs Controller, and Joint Drugs Controller. 6. Respond to any queries raised during review. 7. Receive final approval or rejection from the Drug Controller General of India (for Registration Certificate) or Joint Drugs Controller (for Import License). 8. Upon approval, download the certificate or license from the portal.",https://sugam.cdsco.in,Rolling basis — applications are accepted year-round via the SUGAM portal with no fixed annual deadline.,"Central Drugs Standard Control Organisation (CDSCO), Directorate General of Health Services, Ministry of Health and Family Welfare, Government of India","Email: dci@nic.in, enforcecell.div@cdsco.nic.in | Toll-free no.: 1800111454",high,2026,runs\run_20260706_0046\artifacts\row-243-central-drugs-standard-control-organisation-fast-track\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-243-central-drugs-standard-control-organisation-fast-track\report.md,runs\run_20260706_0046\artifacts\row-243-central-drugs-standard-control-organisation-fast-track\pitch.md,runs\run_20260706_0046\artifacts\row-243-central-drugs-standard-control-organisation-fast-track\how_to_apply.md,runs\run_20260706_0046\artifacts\row-243-central-drugs-standard-control-organisation-fast-track\summary.md,
row-244,Logistics & Transport,Multimodal Logistics Park (MMLP) Scheme,https://nhidcl.com,completed,30,20,344.9,"The Multimodal Logistics Park (MMLP) Scheme is a government initiative aimed at developing integrated logistics infrastructure to enhance freight movement efficiency across India. It focuses on creating multimodal hubs that connect various transport modes such as road, rail, and waterways to reduce logistics costs and improve supply chain performance. The scheme is implemented by NHIDCL under the Ministry of Road Transport & Highways and supports the Bharatmala Pariyojana and Act East Policy objectives. MMLPs are envisioned as key enablers for economic growth in strategic regions, particularly the North Eastern Region and border areas.",other,logistics operators; transport agencies; industrial units; freight forwarders; MSMEs engaged in logistics,Pan-India,"Entities involved in logistics, transport, warehousing, or industrial operations seeking to establish or upgrade multimodal logistics parks in India, particularly in the North Eastern Region, border areas, and strategic corridors under Bharatmala Pariyojana, are eligible to participate or benefit from the scheme through collaboration with NHIDCL.","The MMLP Scheme offers benefits such as reduced logistics costs, improved supply chain efficiency, enhanced regional connectivity, better access to national and international markets, support for industrial development, job creation in logistics and allied sectors, and integration with digital platforms like INAMPRO, INFRACON, and ePACE for transparent operations. It also enables private sector participation through PPP models and facilitates access to funding from global institutions like ADB and JICA.","Financial support under the MMLP Scheme is structured through public-private partnership (PPP) models, with funding sourced from government budgetary allocations, loans from financial institutions, and investments from global agencies such as the Asian Development Bank (ADB) and Japan International Cooperation Agency (JICA). NHIDCL facilitates project structuring and implementation, leveraging its expertise in infrastructure development in challenging terrains.",,,"1. Identify a suitable location for the Multimodal Logistics Park (MMLP) in alignment with national logistics plans and regional connectivity goals. 2. Prepare a Detailed Project Report (DPR) including technical, financial, and environmental aspects. 3. Submit the proposal to NHIDCL or the Ministry of Road Transport & Highways for appraisal. 4. Obtain necessary clearances and approvals from relevant authorities. 5. Enter into a concession agreement or MoU with NHIDCL for project execution. 6. Proceed with land acquisition, design, and construction as per approved plans. 7. Commission the MMLP and initiate operations under the agreed operational framework.",,Rolling basis — no fixed deadline. Proposals are accepted and evaluated periodically based on fund availability and project readiness.,"National Highways & Infrastructure Development Corporation Limited (NHIDCL), under the Ministry of Road Transport & Highways, Government of India",Email: info[at]nhidcl[dot]com | Contact No: 011-26768950,medium,2024,runs\run_20260706_0046\artifacts\row-244-multimodal-logistics-park-mmlp-scheme\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-244-multimodal-logistics-park-mmlp-scheme\report.md,runs\run_20260706_0046\artifacts\row-244-multimodal-logistics-park-mmlp-scheme\pitch.md,runs\run_20260706_0046\artifacts\row-244-multimodal-logistics-park-mmlp-scheme\how_to_apply.md,runs\run_20260706_0046\artifacts\row-244-multimodal-logistics-park-mmlp-scheme\summary.md,
row-253,State Level (West Bengal),West Bengal Startup Policy,https://msmewb.gov.in,completed,1,0,19.7,"The West Bengal Startup Policy is a state-level initiative aimed at fostering innovation and entrepreneurship within the state of West Bengal. It seeks to create a conducive ecosystem for startups by providing support in areas such as funding, mentorship, infrastructure, and regulatory ease. The policy focuses on promoting technology-driven and innovation-led enterprises across various sectors. It is implemented by the Department of MSME & Textiles, Government of West Bengal.",other,startups; entrepreneurs; MSME,West Bengal only,"Entities must be registered as a Private Limited Company, Limited Liability Partnership (LLP), or Partnership Firm under relevant Indian laws. The startup should be incorporated in West Bengal or have at least 50% of its operations based in the state. The entity must be working on innovative products, services, or processes with potential for scalability and employment generation. Preference may be given to startups led by women, SC/ST, or differently-abled entrepreneurs.","Registered startups under the policy may access seed funding, prototype development grants, and reimbursement of patent filing fees. They are eligible for subsidies on lease rental for incubation centers, priority in government procurement, and fast-track clearance for licenses and approvals. Additional benefits include mentorship from industry experts, access to investor networks, participation in startup fairs and roadshows, and support for international market access.","Financial support includes seed funding of up to INR 25 lakhs for prototype development and product commercialization. Grants are also provided for intellectual property rights (IPR) protection, with reimbursement of up to INR 2 lakhs for domestic patent filing and INR 10 lakhs for international patent filing. Incubation support includes subsidy on seat rent in government-recognized incubators.",,Up to INR 25 lakhs for seed funding; up to INR 2 lakhs for domestic patent and INR 10 lakhs for international patent reimbursement,"1. Visit the official MSME West Bengal website or designated startup portal. 2. Register as a startup by providing basic entity and promoter details. 3. Fill out the online application form under the West Bengal Startup Policy. 4. Upload required documents including Certificate of Incorporation, business plan, and proof of innovation. 5. Submit the application for review by the designated committee. 6. Upon approval, receive acknowledgment and further instructions for benefit disbursement.",https://msmewb.gov.in,Rolling basis — applications are accepted throughout the year,"Department of MSME & Textiles, Government of West Bengal",,medium,,runs\run_20260706_0046\artifacts\row-253-west-bengal-startup-policy\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-253-west-bengal-startup-policy\report.md,runs\run_20260706_0046\artifacts\row-253-west-bengal-startup-policy\pitch.md,runs\run_20260706_0046\artifacts\row-253-west-bengal-startup-policy\how_to_apply.md,runs\run_20260706_0046\artifacts\row-253-west-bengal-startup-policy\summary.md,
row-254,State Level (West Bengal),Bengal Silicon Valley Startup Hub,https://wbsidco.gov.in,completed,1,0,30.1,"The Bengal Silicon Valley Startup Hub is a state-level initiative by the Government of West Bengal to foster innovation and entrepreneurship by providing infrastructure, mentorship, and support services to startups in the state. It aims to create a conducive ecosystem for technology-driven ventures through incubation, networking, and access to resources. The hub focuses on enabling early-stage startups to scale by offering shared facilities and expert guidance.",incubation,startups,West Bengal only,Startups registered in West Bengal with innovative ideas or technology-based solutions are eligible to apply for the Bengal Silicon Valley Startup Hub.,"Access to incubation infrastructure, mentorship from industry experts, networking opportunities, shared office facilities, and support services to help startups grow and scale.",The scheme provides non-financial support such as infrastructure and mentorship; direct financial support details are not specified in the evidence.,,,1. Visit the official website of WBSIDCO. 2. Navigate to the Bengal Silicon Valley Startup Hub section. 3. Fill out the online application form with startup details. 4. Submit required documents including incorporation proof and project proposal. 5. Await review and approval from the implementing agency.,https://wbsidco.gov.in,Rolling basis,West Bengal Small Industries Development Corporation Limited (WBSIDCO),,medium,,runs\run_20260706_0046\artifacts\row-254-bengal-silicon-valley-startup-hub\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-254-bengal-silicon-valley-startup-hub\report.md,runs\run_20260706_0046\artifacts\row-254-bengal-silicon-valley-startup-hub\pitch.md,runs\run_20260706_0046\artifacts\row-254-bengal-silicon-valley-startup-hub\how_to_apply.md,runs\run_20260706_0046\artifacts\row-254-bengal-silicon-valley-startup-hub\summary.md,
row-256,State Level (Assam),Assam Startup – Nidhi Program,https://assamstartup.com,completed,1,0,22.1,The Assam Startup – Nidhi Program is a state-level initiative under the Assam Startup ecosystem designed to provide financial assistance to early-stage startups registered in Assam. It aims to support innovation and entrepreneurship by offering seed funding to eligible ventures. The program is managed through the Assam Startup portal and focuses on nurturing high-potential startups in their initial phases.,grant,startups,Assam only,"Startups must be registered in Assam and recognized by the Assam Startup portal. They should be in the early stage of development and demonstrate innovative potential. The startup must be a legal entity registered under the Companies Act, LLP Act, or as a partnership firm.","Financial support in the form of seed funding to cover initial operational and product development costs. Non-financial benefits include mentorship, networking opportunities, and access to incubation support through the Assam Startup ecosystem.","The program provides seed funding to eligible startups as a grant. The exact quantum and disbursement mechanism are determined based on the startup's stage, needs, and evaluation by the selection committee. Funds are disbursed in tranches linked to milestones.",,,"1. Register the startup on the Assam Startup portal (assamstartup.com). 2. Ensure the startup profile is complete and up to date. 3. Apply for the Nidhi Program through the designated section on the portal. 4. Submit the required documents along with the application. 5. Await evaluation by the selection committee. 6. If approved, proceed with fund disbursement as per the agreed terms.",https://assamstartup.com,Rolling basis,"Assam Startup, under the Department of Industries and Commerce, Government of Assam",,medium,,runs\run_20260706_0046\artifacts\row-256-assam-startup-nidhi-program\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-256-assam-startup-nidhi-program\report.md,runs\run_20260706_0046\artifacts\row-256-assam-startup-nidhi-program\pitch.md,runs\run_20260706_0046\artifacts\row-256-assam-startup-nidhi-program\how_to_apply.md,runs\run_20260706_0046\artifacts\row-256-assam-startup-nidhi-program\summary.md,
row-250,State Level (Madhya Pradesh),MP MSME Development Policy,https://mpmsme.gov.in,completed,30,20,338.8,"The MP MSME Development Policy 2025 is a state-level initiative by the Government of Madhya Pradesh aimed at promoting the growth and competitiveness of Micro, Small, and Medium Enterprises (MSMEs) through financial assistance, infrastructure support, and policy incentives. It focuses on strengthening MSMEs by providing access to credit, technology, and market opportunities, while also encouraging rural entrepreneurship and employment generation. The policy includes provisions for land allotment, cluster development, and support for self-employment schemes, with implementation through the Department of Micro, Small & Medium Enterprises.",subsidy,MSME; startups; women entrepreneurs; rural entrepreneurs,Madhya Pradesh only,"Eligible beneficiaries include Micro, Small, and Medium Enterprises (MSMEs) as defined under the MSMED Act, 2006, operating in Madhya Pradesh. The policy applies to new and existing MSMEs engaged in manufacturing, services, and agro-based activities. Specific schemes under the policy may have additional criteria such as investment limits, employment generation, and location-based preferences for rural or backward areas.","Benefits include financial assistance for industrial land allotment, support for cluster development, access to infrastructure and testing facilities, assistance under self-employment schemes, support for technology upgradation and quality certification, marketing assistance, and facilitation of credit linkage. The policy also provides incentives for women entrepreneurs, SC/ST beneficiaries, and units in backward areas, along with support for export promotion and participation in national/international events.","Financial assistance is provided through schemes like the MP MSME Promotion Scheme 2025 and MP MSME Incentive Scheme 2025, which include subsidies for land allotment, interest subvention, capital investment support, and reimbursement for quality certification and patent filing. Assistance is disbursed through a single-click mechanism via the department’s online portal, with funds transferred directly to eligible beneficiaries’ bank accounts after verification.",,,"1. Visit the official MP MSME website (https://mpmsme.gov.in). 2. Navigate to the relevant scheme section (e.g., MP MSME Promotion Scheme 2025 or Incentive Scheme). 3. Download the application proforma and guidelines. 4. Fill in the required details and attach supporting documents. 5. Submit the application online through the designated portal or offline at the District Trade and Industries Centre. 6. Applications are scrutinized by the concerned authorities. 7. Upon approval, financial assistance is disbursed through direct bank transfer.",https://mpmsme.gov.in,Rolling basis — applications are accepted throughout the year as per scheme notifications.,"Department of Micro, Small & Medium Enterprises, Government of Madhya Pradesh",Email: Not explicitly mentioned in evidence | Helpline: Not explicitly mentioned in evidence,medium,2025,runs\run_20260706_0046\artifacts\row-250-mp-msme-development-policy\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-250-mp-msme-development-policy\report.md,runs\run_20260706_0046\artifacts\row-250-mp-msme-development-policy\pitch.md,runs\run_20260706_0046\artifacts\row-250-mp-msme-development-policy\how_to_apply.md,runs\run_20260706_0046\artifacts\row-250-mp-msme-development-policy\summary.md,
row-258,State Level (Himachal Pradesh),HP Startup Yojana & HIMSTART,https://hpkvn.nic.in,completed,1,0,24.3,"HP Startup Yojana & HIMSTART is a state-level initiative by the Government of Himachal Pradesh to promote innovation, entrepreneurship, and startup ecosystem development in the state. The scheme provides financial assistance, mentorship, infrastructure support, and market linkages to early-stage startups and innovators. It aims to foster a conducive environment for startups through incubation, seed funding, and hand-holding support. The program is implemented by the Himachal Pradesh Kaushal Vikas Nigam (HPKVN) under the Department of Technical Education, Vocational & Industrial Training.",grant,startups; entrepreneurs; innovators; MSME,Himachal Pradesh only,"The applicant must be a resident of Himachal Pradesh. The startup should be registered as a Private Limited Company, LLP, Partnership Firm, or Proprietorship under relevant Indian laws. The entity must be incorporated not more than 5 years ago. The startup should be working on an innovative product, service, or process with potential for scalability and employment generation. Preference is given to ventures in sectors like agriculture, tourism, handicrafts, renewable energy, and IT. Women, SC/ST, and differently-abled entrepreneurs are encouraged to apply.","Selected startups receive seed funding up to INR 10 lakhs as a grant. Additional benefits include access to incubation centers, mentorship from industry experts, technical assistance, prototype development support, IPR facilitation, participation in investor meets and pitch events, and assistance in regulatory compliance. The scheme also provides networking opportunities with investors, industry partners, and government bodies. Non-financial support includes training programs, workshops, and access to shared infrastructure and utilities at incubation hubs.","Under HP Startup Yojana & HIMSTART, eligible startups can receive a one-time grant of up to INR 10 lakhs for product development, prototype creation, market testing, and initial operational expenses. The grant is disbursed in tranches based on milestone achievement and progress review. There is no equity dilution or repayment obligation as the support is provided as a grant. The funds are released directly to the startup's bank account after due diligence and approval by the screening committee.",,Up to INR 10 lakhs,"1. Visit the official HPKVN website or designated portal for HP Startup Yojana & HIMSTART. 2. Register as a new user by providing basic details such as name, email, mobile number, and address. 3. Log in and fill out the online application form with information about the startup, founders, innovation details, and business model. 4. Upload required documents including Certificate of Incorporation, PAN, Aadhaar of founders, project report, and any prototype or IP details. 5. Submit the application and note the application ID for future reference. 6. Await screening by the evaluation committee; shortlisted applicants may be called for a pitch or interview. 7. Upon selection, sign the grant agreement and fulfill any pre-disbursement formalities. 8. Receive the grant amount in installments as per milestone completion.",https://hpkvn.nic.in,Rolling basis — applications are accepted throughout the year subject to availability of funds.,"Himachal Pradesh Kaushal Vikas Nigam (HPKVN), Department of Technical Education, Vocational & Industrial Training, Government of Himachal Pradesh","Email: info@hpkvn.nic.in | Phone: 0177-2621588, 2621589",medium,,runs\run_20260706_0046\artifacts\row-258-hp-startup-yojana-himstart\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-258-hp-startup-yojana-himstart\report.md,runs\run_20260706_0046\artifacts\row-258-hp-startup-yojana-himstart\pitch.md,runs\run_20260706_0046\artifacts\row-258-hp-startup-yojana-himstart\how_to_apply.md,runs\run_20260706_0046\artifacts\row-258-hp-startup-yojana-himstart\summary.md,
